Milliseconds,X,Y,Z
6261,6.104492,4.106674,1.8114014
6271,5.716858,3.879364,1.8544769
6282,5.274185,3.5539398,1.8520813
6291,4.924835,3.1615143,1.8281555
6301,4.3960114,2.7092743,1.8975525
6311,4.049057,2.4221344,1.9262543
6322,3.8073883,2.1852417,1.9190826
6331,3.7021027,2.07518,1.8975525
6342,3.8337097,2.1254272,1.9286499
6351,3.991623,2.2474518,2.0052185
6361,4.2309113,2.4484558,2.088974
6372,4.520447,2.642273,1.986084
6381,4.6687927,2.77388,1.8903656
6391,4.9559326,2.9533386,1.9430084
6401,5.3244324,3.04187,1.9477997
6412,5.647461,3.0729828,1.9095154
6421,5.9872437,3.1495514,1.8066254
6431,6.2743835,3.2668,1.6893768
6442,6.585449,3.2907257,1.6175842
6451,6.953949,3.2979126,1.6175842
6461,7.365509,3.4247284,1.6151886
6472,7.6885376,3.6233368,1.6463013
6481,8.104889,3.8482513,1.7970428
6491,8.588242,4.0947113,2.1655426
6501,9.169693,4.3914337,2.5914612
6512,9.777481,4.594818,3.120285
6521,10.011978,4.668991,3.412201
6532,10.145966,4.762314,3.617981
6541,9.91626,4.771881,3.584488
6551,9.62912,4.697708,3.510315
6561,9.36113,4.5134583,3.5414124
6571,9.138596,4.3339996,3.601242
6582,8.97348,4.235901,3.7352295
6592,8.80838,4.195221,3.823761
6601,8.645676,4.166504,3.9242706
6611,8.466202,4.10907,3.9314423
6621,8.360916,4.0660095,3.9529724
6631,8.308273,3.9798584,4.0558777
6641,8.375275,3.9846497,4.2329407
6651,8.45903,3.9224396,4.2736206
6662,8.466202,3.8769684,4.0558777
6671,8.403992,3.838684,3.8381195
6681,8.454239,3.661621,3.503128
6691,8.569092,3.4103699,3.2901611
6702,8.74617,3.1615143,3.0484924
6711,8.892136,3.2165527,3.108307
6721,9.270203,3.5108643,3.366745
6732,10.088547,3.7932281,3.8764038
6741,10.904495,3.9224396,4.493759
6751,11.562515,4.003784,5.182892
6761,11.909485,4.3363953,5.881592
6772,11.627121,4.659424,6.16156
6781,11.184448,4.9585266,6.254883
6791,10.253647,5.374878,6.0155945
6801,9.617157,5.580658,5.869629
6812,9.205597,5.729019,5.7691345
6821,9.11705,5.7098694,5.582489
6831,9.26062,5.3700867,5.336029
6841,9.583649,4.9776764,5.175705
6852,9.830124,4.697708,5.154175
6861,9.930618,4.582855,5.147003
6871,10.098114,4.5421753,5.068039
6881,10.08136,4.5756683,4.8526764
6892,9.91626,4.733597,4.8167877
6901,9.85405,4.771881,4.855072
6911,9.672195,4.6019897,4.826355
6921,9.337189,4.286148,4.630142
6932,8.9328,3.9607239,4.4291534
6941,8.33699,3.5563354,4.2688293
6951,7.767502,2.7212372,3.9242706
6962,7.5569305,2.6949158,3.515091
